,Rnd,Pick,Age,To,CareerAV,DraftedAV,GamesPlayed,Pass Completions,Pass Attempts,Passing Yards,Passing Touchdowns,Thrown Interceptions,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Receptions,Receiving Yards,Receiving Touchdowns,Solo,Interceptions (DEF),Sacks,College,College_code
600,3,84,22.0,2010.0,28.0,26.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3417721518987342,0.12658227848101267,0.03164556962025317,Iowa St.,101
602,3,86,23.0,2007.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.23529411764705882,0.0,0.058823529411764705,0.0,0.0,Miami (FL),131
603,3,87,22.0,2009.0,4.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0555555555555556,0.037037037037037035,0.0,Wisconsin,283
604,3,88,26.0,2012.0,49.0,49.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.820754716981132,0.0,0.04245283018867924,Utah,253
605,3,89,23.0,2009.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Missouri,141
606,3,90,22.0,2007.0,2.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7307692307692307,0.0,0.0,Cal Poly-San Luis Obispo,33
609,3,93,22.0,2012.0,17.0,17.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northwestern,176
610,3,94,23.0,2014.0,33.0,29.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oregon,184
611,3,95,22.0,2011.0,7.0,5.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0135135135135136,0.0,0.05405405405405406,Virginia,257
612,3,96,23.0,2009.0,12.0,12.0,59.0,0.0,0.0,0.0,0.0,0.0,0.1016949152542373,1.2881355932203389,0.0,1.9152542372881356,23.694915254237287,0.15254237288135594,0.0,0.0,0.0,Oklahoma,181
613,3,97,22.0,2011.0,17.0,6.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.923076923076923,0.10256410256410256,0.0,Maryland,126
614,3,98,22.0,2012.0,39.0,39.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9072164948453607,0.0,0.20618556701030927,Clemson,47
615,3,99,23.0,2020.0,24.0,24.0,244.0,0.004098360655737705,0.00819672131147541,0.02459016393442623,0.0,0.0,0.012295081967213115,-0.012295081967213115,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.0,Tennessee,231
616,3,100,26.0,2009.0,40.0,40.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toledo,242
618,4,102,22.0,2012.0,14.0,9.0,99.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.030303030303030304,0.0,0.0,0.0,0.0,1.9696969696969697,0.04040404040404041,0.025252525252525252,Iowa,100
619,4,103,23.0,2006.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,Oklahoma,181
620,4,104,22.0,2012.0,14.0,11.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.355140186915888,0.056074766355140186,0.0,LSU,109
621,4,105,23.0,2009.0,11.0,11.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida St.,72
622,4,106,22.0,2014.0,41.0,10.0,87.0,18.54022988505747,31.17241379310345,207.32183908045977,1.160919540229885,0.7931034482758621,1.4482758620689655,3.4022988505747125,0.04597701149425287,0.0,0.0,0.0,0.0,0.0,0.0,Purdue,195
623,4,107,23.0,2008.0,10.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,Wisconsin,283
624,4,108,23.0,2011.0,8.0,8.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.868421052631579,0.07894736842105263,0.02631578947368421,Virginia Tech,259
625,4,109,22.0,2011.0,40.0,38.0,99.0,0.0,0.010101010101010102,0.0,0.0,0.0,11.676767676767676,48.282828282828284,0.5353535353535354,1.8080808080808082,13.434343434343434,0.06060606060606061,0.010101010101010102,0.0,0.0,Minnesota,138
626,4,110,23.0,2013.0,36.0,36.0,109.0,0.0,0.0,0.0,0.0,0.0,10.46788990825688,46.73394495412844,0.5504587155963303,0.7522935779816514,6.81651376146789,0.03669724770642202,0.10091743119266056,0.0,0.0,Southern Illinois,220
627,4,111,23.0,2008.0,8.0,8.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virginia,257
628,4,112,22.0,2006.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,8.944444444444445,0.2777777777777778,0.16666666666666666,1.0555555555555556,0.0,0.16666666666666666,0.0,0.0,Florida,69
629,4,113,23.0,2013.0,53.0,53.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mississippi St.,140
630,4,114,22.0,2007.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,4.705882352941177,0.058823529411764705,0.0,0.0,0.0,Hampton,84
631,4,115,23.0,2005.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,San Diego St.,209
632,4,116,22.0,2007.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,14.0,0.2,0.0,0.0,0.0,Florida St.,72
633,4,117,22.0,2007.0,3.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.878787878787879,0.06060606060606061,0.0,Florida St.,72
635,4,119,24.0,2008.0,16.0,16.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Central Michigan,39
638,4,122,23.0,2008.0,11.0,11.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illinois,96
639,4,123,23.0,2012.0,48.0,35.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1525423728813555,0.19491525423728814,0.11016949152542373,Louisville,120
640,4,124,22.0,2011.0,29.0,17.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina,165
641,4,125,25.0,2012.0,26.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.02,0.05,BYU,21
642,4,126,22.0,2015.0,50.0,50.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014814814814814815,0.022222222222222223,0.014814814814814815,0.007407407407407408,0.0,0.0,Saginaw Valley St.,204
643,4,127,23.0,2009.0,5.0,5.0,38.0,0.0,0.0,0.0,0.0,0.0,1.5263157894736843,6.2631578947368425,0.05263157894736842,0.9473684210526315,7.2631578947368425,0.02631578947368421,0.2631578947368421,0.0,0.0,Virginia,257
644,4,128,22.0,2011.0,20.0,19.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4705882352941178,0.0196078431372549,0.10784313725490197,Florida St.,72
645,4,129,23.0,2013.0,15.0,11.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,Texas Tech,238
646,4,130,22.0,2019.0,63.0,25.0,183.0,0.0,0.0,0.0,0.0,0.0,4.0,19.40983606557377,0.12568306010928962,3.021857923497268,26.44808743169399,0.17486338797814208,0.01092896174863388,0.0,0.0,Kansas St.,106
648,4,132,22.0,2015.0,46.0,19.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5810810810810811,0.0,0.15202702702702703,Virginia,257
649,4,133,21.0,2012.0,25.0,21.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.210526315789474,0.07017543859649122,0.008771929824561403,Fresno St.,75
650,4,134,23.0,2007.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Mexico,159
651,4,135,22.0,2013.0,16.0,5.0,116.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,-0.04310344827586207,0.0,0.0,0.0,0.0,1.5517241379310345,0.09482758620689655,0.008620689655172414,California,34
652,4,136,24.0,2010.0,10.0,9.0,56.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,-0.30357142857142855,0.0,1.6428571428571428,22.285714285714285,0.10714285714285714,0.08928571428571429,0.0,0.0,Tulane,245
653,5,137,23.0,2011.0,13.0,6.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1724137931034482,0.0,0.011494252873563218,Mississippi St.,140
654,5,138,23.0,2008.0,2.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.3111111111111111,0.0,0.6888888888888889,0.0,0.0,Illinois St.,97
655,5,139,23.0,2007.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,0.0,0.0,Kansas,105
656,5,140,22.0,2006.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clemson,47
657,5,141,23.0,2008.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.0,Oklahoma,181
658,5,142,23.0,2006.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,16.333333333333332,0.0,1.1666666666666667,9.166666666666666,0.0,0.0,0.0,0.0,Missouri,141
659,5,143,21.0,2007.0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina A&T,166
660,5,144,23.0,2005.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Notre Dame,178
661,5,145,22.0,2015.0,7.0,5.0,26.0,11.461538461538462,19.692307692307693,120.46153846153847,0.5769230769230769,0.5,0.5,1.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut,52
662,5,146,22.0,2016.0,69.0,67.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.653409090909091,0.005681818181818182,0.5142045454545454,Cincinnati,45
664,5,148,23.0,2005.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,Wisconsin,283
665,5,149,23.0,2009.0,4.0,4.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9302325581395349,0.0,0.0,UNLV,250
666,5,150,23.0,2010.0,6.0,3.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Texas Tech,238
667,5,151,23.0,2007.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arizona St.,13
670,5,154,26.0,2008.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,Louisville,120
672,5,156,23.0,2010.0,4.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0952380952380953,0.0,0.0,Wake Forest,261
673,5,157,22.0,2012.0,31.0,9.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.919642857142857,0.125,0.017857142857142856,North Carolina,165
674,5,158,23.0,2007.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.1282051282051282,0.10256410256410256,0.0,0.3333333333333333,1.6666666666666667,0.0,0.5384615384615384,0.0,0.0,Montana,146
676,5,160,23.0,2013.0,43.0,23.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.137404580152672,0.061068702290076333,0.07251908396946564,Southern Miss,221
678,5,162,24.0,2007.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TCU,228
679,5,163,22.0,2012.0,18.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tennessee Tech,233
680,5,164,23.0,2008.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alabama,5
682,5,166,23.0,2006.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0625,0.0,Temple,230
683,5,167,22.0,2006.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.0,0.0,Oklahoma,181
684,5,168,23.0,2005.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,Oklahoma,181
685,5,169,23.0,2013.0,35.0,25.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Texas A&M,235
687,5,171,23.0,2005.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.090909090909091,0.09090909090909091,0.045454545454545456,UCLA,249
688,5,172,24.0,2008.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYU,21
689,5,173,23.0,2010.0,11.0,11.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.02,0.04,Cincinnati,45
690,5,174,24.0,2005.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,-0.5833333333333334,0.0,0.08333333333333333,-0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,West Virginia,269
691,6,175,23.0,2006.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,Wisconsin,283
692,6,176,23.0,2006.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,New Mexico,159
693,6,177,24.0,2005.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oklahoma,181
694,6,178,23.0,2010.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,Alabama,5
695,6,179,24.0,2010.0,20.0,20.0,90.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.14444444444444443,0.011111111111111112,2.7888888888888888,26.477777777777778,0.13333333333333333,0.0,0.0,0.0,Texas,234
696,6,180,22.0,2010.0,9.0,9.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.08620689655172414,Texas A&M,235
697,6,181,23.0,2012.0,41.0,22.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.485148514851485,0.15841584158415842,0.009900990099009901,La-Monroe,110
698,6,182,23.0,2006.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,9.7,33.8,0.35,0.75,5.45,0.0,0.05,0.0,0.0,Tennessee,231
700,6,184,23.0,2005.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oregon St.,185
701,6,185,23.0,2007.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,Hawaii,87
702,6,186,24.0,2011.0,5.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714285714285714,0.0,0.11428571428571428,Florida St.,72
703,6,187,23.0,2014.0,14.0,2.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stanford,225
704,6,188,22.0,2011.0,19.0,14.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5542168674698793,0.03614457831325301,0.012048192771084338,Louisiana,118
705,6,189,23.0,2011.0,25.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7534246575342465,0.0,0.08904109589041095,Vanderbilt,255
706,6,190,23.0,2007.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.05,0.5,5.45,0.05,0.6,0.0,0.0,UCLA,249
707,6,191,22.0,2015.0,21.0,2.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0071428571428571,0.0,0.1,Missouri,141
708,6,192,21.0,2005.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.25,0.0,0.0,0.0,0.0,Ball St.,22
709,6,193,23.0,2008.0,3.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6176470588235294,0.0,0.0,Wisconsin,283
710,6,194,22.0,2008.0,5.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7096774193548387,0.0,0.016129032258064516,North Carolina St.,168
713,6,197,23.0,2008.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vanderbilt,255
714,6,198,23.0,2013.0,16.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3166666666666667,14.725,0.15833333333333333,0.25833333333333336,0.0,0.0,Colorado St.,50
715,6,199,23.0,2005.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baylor,23
716,6,200,23.0,2014.0,54.0,8.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miami (FL),131
717,6,201,24.0,2005.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michigan St.,134
718,6,202,22.0,2011.0,3.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15254237288135594,0.0,0.0,Michigan St.,134
720,6,204,22.0,2011.0,25.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utah,253
721,6,205,23.0,2006.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.894736842105263,0.0,0.05263157894736842,Washington,263
722,6,206,24.0,2005.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Marshall,125
723,6,207,23.0,2017.0,37.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020689655172413793,0.0,0.0,Michigan Tech,135
725,6,209,23.0,2010.0,10.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh,190
726,6,210,23.0,2012.0,5.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.03125,1.0625,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,Ball St.,22
728,6,212,24.0,2006.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.0,0.0,California,34
729,6,213,22.0,2018.0,23.0,0.0,78.0,11.653846153846153,21.46153846153846,139.46153846153845,0.7692307692307693,0.8205128205128205,1.3076923076923077,2.8974358974358974,0.0641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,Oregon St.,185
731,7,215,23.0,2007.0,10.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.15625,0.0,Cincinnati,45
732,7,216,22.0,2014.0,22.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3953488372093024,0.011627906976744186,0.0755813953488372,Michigan St.,134
734,7,218,23.0,2008.0,11.0,11.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0625,0.125,0.0,Florida,69
736,7,220,23.0,2010.0,3.0,3.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7450980392156863,0.0,0.0,South Carolina,214
738,7,222,22.0,2006.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,The Citadel,241
739,7,223,22.0,2007.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.0,0.2222222222222222,0.0,0.0,Oregon,184
740,7,224,24.0,2015.0,56.0,51.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.598360655737705,0.0,0.28688524590163933,Auburn,20
741,7,225,23.0,2006.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,7.875,0.0,0.0,0.0,0.0,Utah,253
742,7,226,23.0,2005.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,19.1,0.1,0.0,0.0,0.0,Indiana (PA),99
743,7,227,22.0,2008.0,3.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.12,Grambling St.,82
746,7,230,23.0,2018.0,45.0,18.0,107.0,14.74766355140187,25.074766355140188,163.62616822429908,0.9719626168224299,0.7663551401869159,2.5046728971962615,9.57943925233645,0.04672897196261682,0.009345794392523364,-0.037383177570093455,0.0,0.0,0.0,0.0,USC,251
747,7,231,22.0,2011.0,5.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,0.0,0.0,Washington St.,264
748,7,232,20.0,2005.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arizona St.,13
749,7,233,23.0,2011.0,13.0,13.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.014084507042253521,0.19014084507042253,Utah,253
750,7,234,24.0,2006.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,Texas Tech,238
751,7,235,23.0,2005.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,Alabama,5
752,7,236,23.0,2007.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Louisville,120
753,7,237,22.0,2008.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,East. Michigan,64
755,7,239,23.0,2008.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,Northern Arizona,172
756,7,240,23.0,2007.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,Tuskegee,248
757,7,241,22.0,2006.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13043478260869565,South Carolina,214
758,7,242,23.0,2011.0,14.0,14.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bowling Green,29
760,7,244,23.0,2006.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.6956521739130435,11.869565217391305,0.13043478260869565,1.2608695652173914,9.173913043478262,0.08695652173913043,0.43478260869565216,0.0,0.0,Northwestern,176
762,7,246,23.0,2005.0,6.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michigan St.,134
763,7,247,24.0,2005.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grand Valley St.,83
764,7,248,22.0,2007.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virginia,257
765,7,249,22.0,2013.0,2.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.466666666666667,0.016666666666666666,0.09166666666666666,0.0,0.0,Oklahoma St.,182
766,7,250,22.0,2020.0,79.0,1.0,165.0,18.6,30.63030303030303,211.98181818181817,1.3515151515151516,1.0242424242424242,3.478787878787879,15.884848484848485,0.12727272727272726,0.01818181818181818,-0.01818181818181818,0.0,0.0,0.0,0.0,Harvard,86
767,7,251,24.0,2010.0,2.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.023809523809523808,0.0,0.44047619047619047,2.7738095238095237,0.023809523809523808,0.23809523809523808,0.0,0.0,North Carolina,165
770,7,254,23.0,2005.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oregon St.,185
